Date,PartnerName,Code,Subscriber Identifier,Aggregator Rate Plan,Active Subscriber Count,Suspended Subscriber Count
20200701,STX Group,916,5756300,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5762761,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5762821,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5765085,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5765844,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5770259,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5775382,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5784714,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5786088,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5786793,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5787857,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5790917,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5793783,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5800539,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5800756,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5807767,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5807768,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5808882,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5809045,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5810180,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5810534,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5811698,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5811749,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5811751,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5811969,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5811997,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5812024,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5812255,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5812444,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5812740,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5812795,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5813577,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5813594,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5813796,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5814087,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5814486,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5814502,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5816084,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5817576,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5817702,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5817787,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5817888,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5817939,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5820013,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5820020,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5820844,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5822046,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5822067,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5823498,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5824159,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5824173,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5824174,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5824409,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5824420,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5824473,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5825215,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5825623,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5825714,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5825825,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5826339,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5827702,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5828386,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5828412,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5829165,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5830240,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5831046,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5833404,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5833499,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5834160,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5834489,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5836113,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5836450,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5836548,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5836895,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5837250,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5837490,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5837537,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5838252,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5840249,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5840654,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5841135,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5841673,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5842060,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5842664,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5842842,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5842860,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5843057,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5843410,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5844162,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5845028,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5846016,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5846116,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5846716,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5846777,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5846972,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5847868,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5848126,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5848512,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5849878,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5850766,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5850995,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5853240,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854258,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854581,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854652,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854659,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854663,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854665,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854671,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854685,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854753,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854783,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5854785,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5856610,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5857286,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5857686,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5859122,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5859183,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5859245,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5859256,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5859500,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5859507,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5859839,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5860004,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5860140,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5860396,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5860513,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5860703,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5862126,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5862255,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5862439,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5862585,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5863575,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5864014,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5864061,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5864228,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5865665,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866656,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866961,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866970,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866976,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866982,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866985,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866989,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5866991,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5867149,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5867495,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5869082,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5869456,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5870251,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5870571,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5870820,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5870821,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5872765,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5874647,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5874652,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5874687,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5874694,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5874988,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5875733,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5875749,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5876303,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5877081,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5878517,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5879162,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5879811,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5880147,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5880296,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5880862,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5882759,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5883315,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5883651,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5883742,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5883973,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5884039,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5884570,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5884827,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5885422,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5886178,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5886719,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5886924,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5887266,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5887360,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5891273,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5891409,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5891647,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5892137,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5893490,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5894524,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5894685,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5894845,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5895530,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5895596,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5896550,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5896635,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5897939,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5898782,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5899734,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5899805,MRC PPP 2 - Exclusive - Default,1,0
20200701,STX Group,916,5899889,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5900018,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5900023,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5900026,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5900029,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5900235,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5901082,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5901131,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5901976,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5902223,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5903231,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5904935,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5905339,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5905403,MRC PPP 2 - Exclusive - Default,0,1
20200701,STX Group,916,5905759,MRC PPP 2 - Exclusive - Default,0,1
